id,date,category,price
2482102,2015-07-20,0,76.0
2482103,2018-09-12,8,83.0
2482104,2017-08-04,16,53.0
2482105,2016-09-08,8,22.0
2482106,2012-03-27,11,59.0
2482107,2013-01-25,17,19.0
2482108,2016-10-12,9,72.0
2482109,2014-06-10,2,58.0
2482110,2015-06-27,11,74.0
2482111,2015-09-07,15,32.0
2482112,2015-01-13,15,34.0
2482113,2013-12-24,2,14.0
2482114,2013-12-19,16,41.0
2482115,2013-05-28,4,23.0
2482116,2013-08-17,10,14.0
2482117,2021-08-25,14,0.0
2482118,2019-04-27,6,14.0
2482119,2019-09-02,12,5.0
2482120,2021-11-04,14,27.0
2482121,2016-02-16,11,26.0
2482122,2020-03-05,7,49.0
2482123,2021-07-20,19,62.0
2482124,2021-07-05,6,89.0
2482125,2015-09-16,13,30.0
2482126,2012-08-14,4,81.0
2482127,2012-01-25,19,93.0
2482128,2020-10-03,19,92.0
2482129,2020-08-09,8,54.0
2482130,2019-03-09,2,20.0
2482131,2017-09-17,6,23.0
2482132,2014-03-27,17,56.0
2482133,2019-12-19,10,22.0
2482134,2017-11-04,16,20.0
2482135,2014-02-09,7,78.0
2482136,2017-04-28,17,95.0
2482137,2016-03-10,6,25.0
2482138,2016-02-27,16,26.0
2482139,2020-12-14,16,60.0
2482140,2013-10-12,1,75.0
2482141,2021-05-17,10,61.0
2482142,2014-11-07,11,60.0
2482143,2013-11-09,15,90.0
2482144,2012-09-01,17,79.0
2482145,2012-06-15,8,71.0
2482146,2013-10-23,2,27.0
2482147,2015-08-16,11,7.0
2482148,2020-04-27,6,61.0
2482149,2014-03-28,13,78.0
2482150,2020-07-06,3,79.0
2482151,2012-09-13,15,92.0
2482152,2015-09-10,5,63.0
2482153,2017-07-14,0,3.0
2482154,2015-09-05,1,53.0
2482155,2020-04-01,14,86.0
2482156,2017-02-16,11,96.0
2482157,2015-03-23,10,91.0
2482158,2014-03-13,5,32.0
2482159,2017-03-07,14,47.0
2482160,2013-08-07,16,66.0
2482161,2015-01-11,10,1.0
2482162,2014-06-14,5,40.0
2482163,2019-03-06,1,39.0
2482164,2020-01-28,6,13.0
2482165,2014-02-27,3,19.0
2482166,2016-02-26,19,8.0
2482167,2018-10-23,11,16.0
2482168,2014-12-15,7,55.0
2482169,2013-10-25,7,61.0
2482170,2012-11-13,19,28.0
2482171,2021-07-16,3,96.0
2482172,2015-05-15,3,54.0
2482173,2017-03-28,11,68.0
2482174,2013-12-21,17,71.0
2482175,2019-06-09,5,6.0
2482176,2018-09-25,17,32.0
2482177,2016-02-20,9,73.0
2482178,2021-10-22,0,79.0
2482179,2013-01-12,17,32.0
2482180,2018-04-14,0,98.0
2482181,2016-01-11,18,90.0
2482182,2018-03-16,16,55.0
2482183,2016-11-03,8,5.0
2482184,2018-02-26,19,68.0
2482185,2020-02-11,5,54.0
2482186,2019-11-02,7,18.0
2482187,2012-11-28,17,67.0
2482188,2014-03-12,18,33.0
2482189,2012-09-03,13,14.0
2482190,2015-08-23,10,16.0
2482191,2019-12-06,3,83.0
2482192,2015-02-28,12,14.0
2482193,2015-10-17,11,99.0
2482194,2014-01-24,18,74.0
2482195,2014-08-26,15,14.0
2482196,2015-01-21,7,90.0
2482197,2017-09-10,8,32.0
2482198,2015-12-26,11,68.0
2482199,2016-03-14,6,88.0
2482200,2012-03-24,14,93.0
2482201,2020-03-18,2,36.0
2482202,2012-02-01,17,28.0
2482203,2016-03-16,8,47.0
2482204,2016-09-25,14,10.0
2482205,2012-06-11,18,68.0
2482206,2021-01-13,11,91.0
2482207,2012-02-04,0,39.0
2482208,2018-10-05,11,11.0
2482209,2019-05-28,14,16.0
2482210,2019-10-04,0,59.0
2482211,2013-08-25,3,5.0
2482212,2016-06-13,10,56.0
2482213,2016-02-15,16,24.0
2482214,2021-01-11,13,72.0
2482215,2020-03-16,8,42.0
2482216,2013-02-11,17,56.0
2482217,2012-01-23,3,51.0
2482218,2013-08-11,1,58.0
2482219,2013-09-12,5,57.0
2482220,2012-10-26,18,49.0
2482221,2016-10-06,16,31.0
2482222,2017-11-15,0,92.0
2482223,2012-09-13,1,41.0
2482224,2020-09-12,1,83.0
2482225,2013-12-12,17,68.0
2482226,2015-06-07,12,77.0
2482227,2014-01-25,3,74.0
2482228,2013-09-19,17,10.0
2482229,2018-05-28,17,75.0
2482230,2018-10-27,5,68.0
2482231,2019-04-02,7,11.0
2482232,2016-07-21,19,93.0
2482233,2013-01-03,15,95.0
2482234,2015-07-07,1,11.0
2482235,2017-04-09,12,94.0
2482236,2018-09-03,7,11.0
2482237,2017-11-18,9,44.0
2482238,2017-07-25,19,27.0
2482239,2013-04-08,8,63.0
2482240,2018-07-01,3,78.0
2482241,2014-10-02,2,4.0
2482242,2014-08-26,5,86.0
2482243,2016-05-02,5,18.0
2482244,2017-01-16,10,51.0
2482245,2020-07-20,13,19.0
2482246,2014-08-04,1,3.0
2482247,2015-10-24,5,0.0
2482248,2018-10-28,9,97.0
2482249,2018-12-19,1,65.0
2482250,2015-09-16,16,87.0
2482251,2017-09-09,10,1.0
2482252,2019-11-09,1,43.0
2482253,2014-12-06,1,35.0
2482254,2015-08-07,16,27.0
2482255,2021-12-04,5,33.0
2482256,2014-08-05,6,8.0
2482257,2016-02-26,4,16.0
2482258,2019-11-12,19,5.0
2482259,2012-02-02,12,20.0
2482260,2020-08-25,0,86.0
2482261,2013-06-13,19,58.0
2482262,2020-07-14,9,83.0
2482263,2016-09-27,11,1.0
2482264,2015-04-05,13,7.0
2482265,2021-01-18,15,34.0
2482266,2021-01-16,19,99.0
2482267,2018-05-09,3,63.0
2482268,2012-04-24,10,12.0
2482269,2014-06-08,14,40.0
2482270,2020-09-19,10,85.0
2482271,2021-11-07,10,51.0
2482272,2015-06-17,14,32.0
2482273,2020-06-27,14,0.0
2482274,2016-05-19,16,44.0
2482275,2014-07-16,14,99.0
2482276,2021-09-16,8,9.0
2482277,2018-02-05,16,59.0
2482278,2016-08-14,18,59.0
2482279,2012-06-27,9,78.0
2482280,2019-10-27,13,45.0
2482281,2014-10-10,16,78.0
2482282,2014-10-09,15,37.0
2482283,2020-01-25,8,30.0
2482284,2014-03-02,8,12.0
2482285,2021-09-20,13,65.0
2482286,2019-04-20,8,48.0
2482287,2013-11-23,13,78.0
2482288,2014-03-20,3,31.0
2482289,2012-08-05,9,26.0
2482290,2016-01-18,8,51.0
2482291,2014-07-10,11,93.0
2482292,2018-06-28,15,9.0
2482293,2012-04-20,4,61.0
2482294,2017-08-23,15,82.0
2482295,2012-10-01,4,97.0
2482296,2019-03-07,11,87.0
2482297,2019-02-14,17,65.0
2482298,2016-09-19,0,86.0
2482299,2016-03-20,4,64.0
2482300,2019-04-05,6,29.0
2482301,2019-06-02,15,81.0
2482302,2017-07-16,13,23.0
2482303,2018-10-23,8,50.0
2482304,2018-07-01,3,88.0
2482305,2020-08-13,1,70.0
2482306,2016-04-18,11,34.0
2482307,2018-07-10,12,48.0
2482308,2017-02-05,18,99.0
2482309,2019-04-04,9,93.0
2482310,2021-09-03,2,58.0
2482311,2021-01-18,12,77.0
2482312,2019-05-22,0,98.0
2482313,2015-03-13,11,92.0
2482314,2012-06-06,6,38.0
2482315,2018-02-17,2,4.0
2482316,2017-04-04,3,83.0
2482317,2014-10-07,17,70.0
2482318,2018-02-22,13,20.0
2482319,2019-05-10,4,97.0
2482320,2019-12-10,12,91.0
2482321,2020-11-13,0,72.0
2482322,2016-11-25,6,9.0
2482323,2020-03-20,16,52.0
2482324,2019-07-22,19,4.0
2482325,2021-03-10,9,91.0
2482326,2020-07-09,19,21.0
2482327,2012-07-24,12,56.0
2482328,2018-07-16,11,17.0
2482329,2013-01-08,19,32.0
2482330,2019-03-23,19,47.0
2482331,2021-06-03,1,4.0
2482332,2017-04-25,4,99.0
2482333,2017-01-12,14,39.0
2482334,2021-06-11,14,70.0
2482335,2015-07-18,13,54.0
2482336,2017-11-28,1,64.0
2482337,2013-05-26,12,8.0
2482338,2016-07-05,2,83.0
2482339,2013-12-17,1,69.0
2482340,2015-04-25,17,59.0
2482341,2017-04-23,4,0.0
2482342,2017-08-27,11,54.0
2482343,2017-02-15,4,97.0
2482344,2019-08-26,14,70.0
2482345,2018-08-22,11,20.0
2482346,2020-06-23,10,88.0
2482347,2016-11-07,18,47.0
2482348,2014-11-03,13,93.0
2482349,2015-11-09,12,37.0
2482350,2012-06-16,7,95.0
2482351,2014-02-13,6,37.0
2482352,2021-08-05,18,55.0
2482353,2017-10-28,8,4.0
2482354,2014-07-13,18,57.0
2482355,2018-02-24,10,5.0
2482356,2017-03-02,4,79.0
2482357,2021-11-23,3,72.0
2482358,2016-10-25,13,40.0
2482359,2012-01-04,6,53.0
2482360,2016-01-12,12,13.0
2482361,2016-05-02,10,38.0
2482362,2020-03-06,1,63.0
2482363,2012-09-17,16,99.0
2482364,2015-12-25,11,66.0
2482365,2014-10-02,1,65.0
2482366,2021-05-05,6,18.0
2482367,2019-09-02,2,8.0
2482368,2016-02-04,6,47.0
2482369,2019-04-13,2,4.0
2482370,2016-12-15,16,75.0
2482371,2017-03-04,10,55.0
2482372,2017-03-18,0,25.0
2482373,2018-08-19,5,36.0
2482374,2017-08-16,3,56.0
2482375,2019-05-11,19,29.0
2482376,2013-10-15,7,11.0
2482377,2017-12-23,7,43.0
2482378,2016-07-13,15,42.0
2482379,2012-02-07,10,83.0
2482380,2019-08-16,15,1.0
2482381,2014-05-24,9,94.0
2482382,2019-08-03,2,48.0
2482383,2018-02-20,7,39.0
2482384,2016-01-06,0,33.0
2482385,2021-06-16,9,3.0
2482386,2020-11-14,3,7.0
2482387,2020-10-20,18,8.0
2482388,2021-10-21,18,53.0
2482389,2013-12-03,16,57.0
2482390,2012-04-03,5,34.0
2482391,2013-10-25,11,33.0
2482392,2014-05-15,11,67.0
2482393,2021-02-26,8,25.0
2482394,2014-04-04,13,45.0
2482395,2017-09-23,14,2.0
2482396,2016-04-16,4,93.0
2482397,2016-12-24,10,23.0
2482398,2017-04-22,4,2.0
2482399,2013-01-17,5,7.0
2482400,2013-11-27,14,57.0
2482401,2016-09-27,12,80.0
2482402,2014-08-09,1,15.0
2482403,2014-12-16,19,45.0
2482404,2020-06-12,13,21.0
2482405,2020-11-03,0,34.0
2482406,2021-01-04,15,12.0
2482407,2016-02-10,4,2.0
2482408,2013-12-25,11,16.0
2482409,2015-08-11,4,75.0
2482410,2016-02-07,11,5.0
2482411,2020-04-20,18,84.0
2482412,2015-04-02,12,36.0
2482413,2015-02-01,14,18.0
2482414,2018-05-18,10,89.0
2482415,2020-02-19,8,59.0
2482416,2019-07-13,1,4.0
2482417,2017-02-28,13,18.0
2482418,2013-12-12,18,21.0
2482419,2018-01-17,17,97.0
2482420,2018-12-14,8,55.0
2482421,2017-05-18,6,61.0
2482422,2018-06-26,15,68.0
2482423,2015-12-27,1,32.0
2482424,2013-02-17,10,31.0
2482425,2017-01-28,1,48.0
2482426,2012-08-07,15,53.0
2482427,2016-02-01,18,43.0
2482428,2018-04-18,11,48.0
2482429,2014-09-13,7,97.0
2482430,2020-07-09,2,35.0
2482431,2020-05-21,17,81.0
2482432,2017-06-10,3,49.0
2482433,2013-05-02,1,93.0
2482434,2015-07-17,14,65.0
2482435,2019-10-09,19,2.0
2482436,2015-11-22,13,13.0
2482437,2016-12-21,17,21.0
2482438,2013-12-27,19,97.0
2482439,2013-09-24,12,12.0
2482440,2018-09-16,19,92.0
2482441,2021-06-23,5,53.0
2482442,2020-10-25,16,56.0
2482443,2017-04-15,16,47.0
2482444,2020-09-14,5,49.0
2482445,2012-02-15,1,44.0
2482446,2013-12-27,18,40.0
2482447,2021-08-02,8,81.0
2482448,2020-02-05,19,40.0
2482449,2020-06-20,5,11.0
2482450,2017-05-16,5,9.0
2482451,2012-08-14,9,49.0
2482452,2013-05-10,6,52.0
2482453,2013-08-27,3,76.0
2482454,2018-11-07,10,54.0
2482455,2012-02-03,19,2.0
2482456,2017-12-02,19,81.0
2482457,2018-05-10,16,18.0
2482458,2016-01-04,4,23.0
2482459,2016-07-02,6,40.0
2482460,2017-07-12,0,72.0
2482461,2018-11-14,10,80.0
2482462,2020-03-19,7,77.0
2482463,2018-07-16,10,79.0
2482464,2016-04-06,2,69.0
2482465,2017-11-21,10,31.0
2482466,2013-01-09,10,36.0
2482467,2014-06-14,11,60.0
2482468,2012-10-20,12,16.0
2482469,2014-01-03,12,42.0
2482470,2020-08-15,11,65.0
2482471,2016-07-13,1,2.0
2482472,2014-06-12,18,21.0
2482473,2016-05-01,19,89.0
2482474,2019-02-11,14,55.0
2482475,2014-07-15,2,34.0
2482476,2016-01-03,6,41.0
2482477,2020-11-08,0,53.0
2482478,2012-10-03,0,70.0
2482479,2018-02-17,12,64.0
2482480,2017-04-28,9,1.0
2482481,2013-07-05,19,51.0
2482482,2017-04-17,11,23.0
2482483,2021-02-08,2,34.0
2482484,2017-09-04,10,16.0
2482485,2015-07-07,1,15.0
2482486,2017-07-10,4,52.0
2482487,2018-12-11,9,34.0
2482488,2014-12-18,0,66.0
2482489,2018-07-10,6,84.0
2482490,2016-11-16,15,80.0
2482491,2020-01-10,0,47.0
2482492,2014-03-21,18,21.0
2482493,2018-07-19,6,40.0
2482494,2012-03-12,11,36.0
2482495,2020-10-05,8,80.0
2482496,2012-09-17,16,88.0
2482497,2015-11-05,15,86.0
2482498,2013-09-20,9,81.0
2482499,2021-12-23,15,27.0
2482500,2020-09-14,17,52.0
2482501,2020-04-14,13,64.0
2482502,2018-01-09,3,70.0
2482503,2018-07-22,1,53.0
2482504,2014-10-13,15,66.0
2482505,2018-07-15,18,38.0
2482506,2016-01-25,0,62.0
2482507,2013-05-25,14,11.0
2482508,2020-06-05,19,79.0
2482509,2012-08-26,2,12.0
2482510,2018-01-01,11,23.0
2482511,2018-07-28,2,0.0
2482512,2013-08-05,19,10.0
2482513,2020-04-18,19,38.0
2482514,2021-03-11,13,97.0
2482515,2015-04-10,6,74.0
2482516,2019-08-28,6,12.0
2482517,2017-08-14,10,73.0
2482518,2012-02-10,11,14.0
2482519,2019-03-28,16,16.0
2482520,2013-02-25,3,52.0
2482521,2021-01-27,14,87.0
2482522,2012-12-10,1,71.0
2482523,2014-03-22,9,6.0
2482524,2014-11-18,10,82.0
2482525,2020-10-16,14,79.0
2482526,2012-03-11,5,80.0
2482527,2015-05-27,0,57.0
2482528,2014-12-20,16,34.0
2482529,2014-10-19,11,30.0
2482530,2016-08-22,8,90.0
2482531,2018-03-26,15,77.0
2482532,2020-05-22,1,29.0
2482533,2017-10-02,4,72.0
2482534,2016-08-28,15,61.0
2482535,2018-04-05,16,45.0
2482536,2018-06-14,16,39.0
2482537,2017-08-01,5,90.0
2482538,2019-12-07,2,1.0
2482539,2013-05-20,6,33.0
2482540,2021-02-01,19,64.0
2482541,2019-09-02,6,70.0
2482542,2020-07-03,6,6.0
2482543,2021-11-24,4,11.0
2482544,2019-08-23,14,21.0
2482545,2019-10-11,8,56.0
2482546,2015-11-18,17,81.0
2482547,2018-10-10,11,16.0
2482548,2018-02-07,6,4.0
2482549,2012-09-20,4,15.0
2482550,2012-04-24,0,43.0
2482551,2014-01-27,15,78.0
2482552,2017-01-02,19,96.0
2482553,2016-02-22,9,45.0
2482554,2016-06-26,13,32.0
2482555,2013-07-06,9,56.0
2482556,2019-11-06,3,76.0
2482557,2014-02-28,0,68.0
2482558,2017-12-25,2,16.0
2482559,2014-07-28,1,70.0
2482560,2017-02-03,18,71.0
2482561,2018-12-28,10,51.0
2482562,2012-10-03,14,13.0
2482563,2013-04-28,3,35.0
2482564,2018-06-09,7,28.0
2482565,2015-08-14,1,93.0
2482566,2012-07-22,11,54.0
2482567,2019-08-15,8,37.0
2482568,2020-06-09,17,47.0
2482569,2013-04-17,12,68.0
2482570,2020-07-10,9,57.0
2482571,2014-12-05,14,76.0
2482572,2012-07-14,7,76.0
2482573,2018-01-08,2,74.0
2482574,2020-03-10,2,80.0
2482575,2014-02-15,9,63.0
2482576,2013-04-16,4,37.0
2482577,2020-12-21,7,88.0
2482578,2013-08-14,3,66.0
2482579,2020-11-04,2,52.0
2482580,2020-11-28,16,75.0
2482581,2014-03-12,1,4.0
2482582,2014-10-12,4,12.0
2482583,2015-08-02,10,98.0
2482584,2014-10-07,5,51.0
2482585,2019-12-05,14,67.0
2482586,2012-11-28,15,16.0
2482587,2017-07-09,0,57.0
2482588,2012-11-01,10,18.0
2482589,2017-12-13,11,68.0
2482590,2017-09-10,15,33.0
2482591,2018-05-23,4,58.0
2482592,2012-02-18,2,11.0
2482593,2020-07-19,5,49.0
2482594,2021-03-03,16,57.0
2482595,2012-03-15,18,58.0
2482596,2021-12-25,16,29.0
2482597,2012-04-08,12,27.0
2482598,2015-12-28,19,12.0
2482599,2020-03-01,11,78.0
2482600,2015-09-17,16,20.0
2482601,2017-08-13,4,47.0
2482602,2015-09-24,4,69.0
2482603,2020-10-24,8,69.0
2482604,2017-07-13,14,66.0
2482605,2012-10-08,17,8.0
2482606,2018-02-25,0,2.0
2482607,2018-12-02,14,81.0
2482608,2015-01-22,19,42.0
2482609,2012-06-15,7,12.0
2482610,2015-10-07,2,4.0
2482611,2019-04-21,19,50.0
2482612,2018-11-16,18,82.0
2482613,2016-02-07,3,81.0
2482614,2014-03-21,5,49.0
2482615,2013-10-22,1,73.0
2482616,2020-12-10,3,71.0
2482617,2020-03-10,6,5.0
2482618,2018-01-28,0,53.0
2482619,2013-07-24,1,90.0
2482620,2014-11-28,19,81.0
2482621,2014-07-17,3,25.0
2482622,2013-02-05,10,63.0
2482623,2015-08-03,19,14.0
2482624,2016-04-01,12,34.0
2482625,2017-05-25,16,95.0
2482626,2015-03-06,1,71.0
2482627,2019-03-19,2,57.0
2482628,2021-03-05,12,19.0
2482629,2013-11-02,13,55.0
2482630,2017-07-06,2,72.0
2482631,2015-07-25,16,31.0
2482632,2017-07-25,2,89.0
2482633,2017-08-16,9,45.0
2482634,2012-12-23,0,58.0
2482635,2020-06-16,2,90.0
2482636,2018-08-01,5,82.0
2482637,2016-10-13,11,53.0
2482638,2019-03-25,18,65.0
2482639,2014-02-09,18,56.0
2482640,2019-07-10,6,92.0
2482641,2017-09-21,1,70.0
2482642,2013-08-25,14,80.0
2482643,2014-01-12,1,82.0
2482644,2019-02-22,16,12.0
2482645,2016-02-21,17,97.0
2482646,2014-08-16,0,14.0
2482647,2019-05-08,5,50.0
2482648,2015-12-17,14,85.0
2482649,2018-07-01,8,59.0
2482650,2015-04-14,4,93.0
2482651,2019-04-14,5,33.0
2482652,2017-08-22,1,60.0
2482653,2019-05-13,3,59.0
2482654,2021-11-11,16,6.0
2482655,2020-05-10,8,2.0
2482656,2012-06-27,1,76.0
2482657,2015-02-05,2,11.0
2482658,2020-01-05,10,65.0
2482659,2019-01-03,1,12.0
2482660,2019-03-26,19,38.0
2482661,2018-09-21,0,32.0
2482662,2019-06-07,10,67.0
2482663,2015-05-25,19,22.0
2482664,2017-09-26,0,10.0
2482665,2019-06-23,6,24.0
2482666,2020-10-10,16,87.0
2482667,2016-01-21,13,37.0
2482668,2021-12-14,16,89.0
2482669,2013-10-17,15,56.0
2482670,2019-06-26,1,8.0
2482671,2015-06-01,17,13.0
2482672,2014-01-28,9,95.0
2482673,2019-12-19,9,0.0
2482674,2019-12-17,8,57.0
2482675,2015-09-18,2,25.0
2482676,2019-01-14,0,30.0
2482677,2020-07-18,6,96.0
2482678,2021-08-08,5,62.0
2482679,2018-04-18,9,10.0
2482680,2020-05-22,11,74.0
2482681,2018-09-16,13,1.0
2482682,2014-06-07,13,64.0
2482683,2014-02-20,4,0.0
2482684,2015-08-12,2,80.0
2482685,2020-09-08,17,73.0
2482686,2020-09-12,1,78.0
2482687,2017-06-11,14,21.0
2482688,2017-05-02,11,37.0
2482689,2015-05-19,16,71.0
2482690,2012-10-07,6,94.0
2482691,2016-05-20,19,27.0
2482692,2018-01-07,4,7.0
2482693,2019-01-12,10,22.0
2482694,2016-03-04,17,78.0
2482695,2019-06-07,13,53.0
2482696,2018-07-08,5,63.0
2482697,2012-01-16,4,57.0
2482698,2014-12-05,4,7.0
2482699,2013-03-24,13,64.0
2482700,2020-10-09,11,71.0
2482701,2021-06-26,19,37.0
2482702,2012-03-08,5,61.0
2482703,2015-02-16,11,80.0
2482704,2013-03-16,4,55.0
2482705,2013-04-06,18,56.0
2482706,2019-04-26,3,39.0
2482707,2012-05-23,8,46.0
2482708,2014-06-05,4,80.0
2482709,2013-09-14,16,99.0
2482710,2018-07-11,7,86.0
2482711,2019-11-14,13,61.0
2482712,2020-12-02,5,24.0
2482713,2021-05-25,12,82.0
2482714,2015-09-22,1,52.0
2482715,2017-05-21,2,90.0
2482716,2013-04-13,7,76.0
2482717,2017-11-16,12,3.0
2482718,2017-11-19,5,98.0
2482719,2014-09-06,6,96.0
2482720,2016-04-24,4,5.0
2482721,2014-02-23,5,68.0
2482722,2019-02-04,13,6.0
2482723,2018-02-01,2,42.0
2482724,2021-11-13,8,82.0
2482725,2017-09-13,9,38.0
2482726,2013-05-01,0,28.0
2482727,2016-01-12,9,0.0
2482728,2018-12-27,17,96.0
2482729,2017-02-25,18,69.0
2482730,2014-09-21,13,69.0
2482731,2012-07-13,14,65.0
2482732,2019-09-09,13,31.0
2482733,2016-06-16,2,49.0
2482734,2017-02-06,14,6.0
2482735,2017-05-19,13,60.0
2482736,2016-06-02,3,80.0
2482737,2018-04-25,0,32.0
2482738,2019-04-16,16,18.0
2482739,2019-09-14,8,13.0
2482740,2018-06-14,8,17.0
2482741,2013-11-20,14,89.0
2482742,2016-09-06,8,90.0
2482743,2012-11-26,14,42.0
2482744,2019-12-01,12,13.0
2482745,2012-06-03,14,16.0
2482746,2015-06-27,0,23.0
2482747,2012-12-26,6,39.0
2482748,2014-08-10,19,97.0
2482749,2014-10-07,4,49.0
2482750,2015-01-09,8,47.0
2482751,2019-09-23,7,75.0
2482752,2012-05-11,3,0.0
2482753,2020-02-25,6,3.0
2482754,2015-01-24,12,78.0
2482755,2014-09-15,0,66.0
2482756,2021-10-14,6,98.0
2482757,2012-08-02,14,80.0
2482758,2021-09-05,19,19.0
2482759,2017-06-17,11,20.0
2482760,2019-12-11,0,85.0
2482761,2021-11-05,13,30.0
2482762,2021-11-24,18,18.0
2482763,2013-06-23,11,55.0
2482764,2019-03-11,14,26.0
2482765,2019-10-01,12,64.0
2482766,2020-08-04,12,29.0
2482767,2019-07-27,10,10.0
2482768,2018-02-22,7,79.0
2482769,2019-09-28,8,86.0
2482770,2021-02-07,17,59.0
2482771,2013-12-27,18,94.0
2482772,2019-06-02,14,57.0
2482773,2020-07-01,8,95.0
2482774,2013-11-12,11,70.0
2482775,2014-10-08,11,46.0
2482776,2015-02-19,4,91.0
2482777,2021-08-07,11,2.0
2482778,2021-09-14,1,0.0
2482779,2013-04-26,18,51.0
2482780,2016-04-05,8,43.0
2482781,2020-04-02,13,88.0
2482782,2017-11-25,6,21.0
2482783,2012-02-18,13,93.0
2482784,2014-04-25,4,78.0
2482785,2016-12-06,6,86.0
2482786,2016-02-03,18,25.0
2482787,2020-10-09,18,21.0
2482788,2019-03-01,15,92.0
2482789,2014-01-12,6,10.0
2482790,2013-01-09,19,57.0
2482791,2021-01-09,0,85.0
2482792,2015-08-04,14,26.0
2482793,2021-04-25,4,41.0
2482794,2021-04-08,12,92.0
2482795,2020-04-22,9,51.0
2482796,2014-07-26,16,87.0
2482797,2020-02-07,17,32.0
2482798,2018-04-20,14,90.0
2482799,2021-04-18,14,2.0
2482800,2019-02-08,15,10.0
2482801,2014-02-15,1,3.0
2482802,2017-08-07,9,37.0
2482803,2018-11-27,13,25.0
2482804,2013-08-24,11,89.0
2482805,2018-07-09,2,80.0
2482806,2014-07-03,7,94.0
2482807,2018-10-22,8,25.0
2482808,2013-10-28,17,52.0
2482809,2018-07-03,14,95.0
2482810,2017-02-15,12,36.0
2482811,2017-08-22,12,78.0
2482812,2013-05-21,19,13.0
2482813,2014-03-28,19,60.0
2482814,2018-02-13,18,8.0
2482815,2016-05-07,0,59.0
2482816,2018-06-15,3,15.0
2482817,2021-09-13,6,70.0
2482818,2017-10-17,11,63.0
2482819,2019-08-28,8,25.0
2482820,2020-04-04,15,15.0
2482821,2012-02-27,19,31.0
2482822,2018-11-20,14,96.0
2482823,2016-10-07,10,87.0
2482824,2013-08-18,3,83.0
2482825,2021-08-20,8,1.0
2482826,2015-01-11,10,46.0
2482827,2014-04-23,4,3.0
2482828,2017-08-06,13,43.0
2482829,2017-06-27,9,56.0
2482830,2017-03-04,14,95.0
2482831,2021-01-10,9,71.0
2482832,2021-11-16,18,70.0
2482833,2018-11-19,5,11.0
2482834,2013-11-17,10,64.0
2482835,2015-01-10,2,26.0
2482836,2013-05-16,14,76.0
2482837,2018-01-12,0,76.0
2482838,2015-11-08,2,45.0
2482839,2014-10-26,5,34.0
2482840,2017-02-24,8,18.0
2482841,2020-08-05,15,12.0
2482842,2016-04-10,2,34.0
2482843,2013-05-13,5,13.0
2482844,2014-09-07,11,59.0
2482845,2015-12-15,18,4.0
2482846,2015-05-02,6,51.0
2482847,2021-04-22,13,97.0
2482848,2017-06-17,17,96.0
2482849,2019-12-23,17,23.0
2482850,2019-09-07,16,64.0
2482851,2013-08-28,6,13.0
2482852,2019-06-03,9,16.0
2482853,2018-05-22,2,16.0
2482854,2021-11-03,0,8.0
2482855,2015-09-21,3,9.0
2482856,2020-07-05,12,88.0
2482857,2012-03-14,0,76.0
2482858,2019-02-15,16,13.0
2482859,2017-03-02,4,17.0
2482860,2013-12-04,9,13.0
2482861,2019-02-13,0,85.0
2482862,2018-08-09,10,90.0
2482863,2013-08-17,8,82.0
2482864,2021-04-17,6,87.0
2482865,2016-01-03,5,98.0
2482866,2019-03-11,0,17.0
2482867,2021-04-19,1,77.0
2482868,2013-10-11,5,7.0
2482869,2018-11-05,17,84.0
2482870,2018-11-27,6,92.0
2482871,2021-10-18,3,58.0
2482872,2013-05-06,11,35.0
2482873,2017-07-04,7,2.0
2482874,2016-09-24,6,78.0
2482875,2017-11-20,16,2.0
2482876,2016-05-25,17,86.0
2482877,2021-03-21,14,8.0
2482878,2014-09-07,12,87.0
2482879,2012-01-15,7,54.0
2482880,2021-09-27,16,75.0
2482881,2017-05-02,8,21.0
2482882,2020-11-27,13,93.0
2482883,2015-01-20,19,53.0
2482884,2014-10-26,10,26.0
2482885,2012-03-19,12,31.0
2482886,2013-03-02,11,67.0
2482887,2017-07-13,15,76.0
2482888,2012-02-21,7,81.0
2482889,2013-01-03,17,53.0
2482890,2020-07-11,7,15.0
2482891,2017-01-06,8,95.0
2482892,2016-02-07,18,50.0
2482893,2016-01-25,18,81.0
2482894,2019-07-14,0,20.0
2482895,2016-11-17,18,23.0
2482896,2019-10-25,6,9.0
2482897,2012-07-11,7,72.0
2482898,2018-04-23,3,43.0
2482899,2019-01-11,6,47.0
2482900,2018-09-28,13,30.0
2482901,2020-10-14,11,43.0
2482902,2016-02-23,8,83.0
2482903,2013-10-04,5,77.0
2482904,2020-05-16,0,46.0
2482905,2015-07-21,18,47.0
2482906,2021-03-11,12,8.0
2482907,2016-01-27,15,63.0
2482908,2018-09-23,1,50.0
2482909,2018-04-15,7,5.0
2482910,2019-04-02,6,44.0
2482911,2020-11-10,18,87.0
2482912,2014-11-01,6,57.0
2482913,2016-01-08,6,99.0
2482914,2021-12-11,4,69.0
2482915,2016-08-24,1,65.0
2482916,2021-10-02,10,2.0
2482917,2013-04-20,15,32.0
2482918,2020-05-01,10,11.0
2482919,2020-07-09,12,75.0
2482920,2013-08-21,18,54.0
2482921,2016-07-16,14,88.0
2482922,2018-11-28,14,94.0
2482923,2012-09-04,2,59.0
2482924,2013-06-24,10,29.0
